OBJECTID,CBSA Code,CBSA Title,CBSA Type,Land area,Water area,Shape__Area,Shape__Length
23,10980,"Alpena, MI",Micropolitan Statistical Area,1481205164,2908633230,0.501254136890793,3.61100356503423
24,11020,"Altoona, PA",Metropolitan Statistical Area,1360498258,3294803,0.144844514624765,2.05146168969229
25,11060,"Altus, OK",Micropolitan Statistical Area,2078860497,4114418,0.204667603553617,3.26128503083769
26,11100,"Amarillo, TX",Metropolitan Statistical Area,13340979939,84943239,1.32967841487175,5.67307973864769
27,11140,"Americus, GA",Micropolitan Statistical Area,1682937494,27581090,0.16341701827514,2.2794943956849
28,11180,"Ames, IA",Metropolitan Statistical Area,2960435880,11005427,0.323077288013337,2.5588108348225
29,11200,"Amherst Town-Northampton, MA",Metropolitan Statistical Area,1365533874,46625893,0.154269187770296,3.00096531659974
30,11220,"Amsterdam, NY",Micropolitan Statistical Area,1044052635,18613523,0.117126748605187,1.6890554934041
31,11260,"Anchorage, AK",Metropolitan Statistical Area,68412337370,2066936277,12.1591537458789,18.01819157048
32,11360,"Anderson Creek, NC",Micropolitan Statistical Area,1540870410,16294103,0.154442095657032,1.84936543473635
33,11380,"Andrews, TX",Micropolitan Statistical Area,3886850258,957039,0.372264122603838,2.57906175951674
34,11420,"Angola, IN",Micropolitan Statistical Area,799737097,35446880,0.0902603349363744,1.24420458627782
35,11460,"Ann Arbor, MI",Metropolitan Statistical Area,1828539918,42523115,0.204123640209218,1.87985355977797
36,11500,"Anniston-Oxford, AL",Metropolitan Statistical Area,1569248376,16534047,0.154341441056204,2.19838009257848
37,11540,"Appleton, WI",Metropolitan Statistical Area,2475529646,222422502,0.304203300272093,2.79063075177766
38,11580,"Arcadia, FL",Micropolitan Statistical Area,1649031787,6243548,0.150755334386076,1.60430549985152
39,11620,"Ardmore, OK",Micropolitan Statistical Area,2129750447,29733323,0.211347017373555,2.14395384690619
40,11640,"Arecibo, PR",Metropolitan Statistical Area,613188987,231845975,0.0722701420291969,1.32618164424123
41,11660,"Arkadelphia, AR",Micropolitan Statistical Area,2242855171,43965580,0.223290133252021,3.04559569822835
42,11680,"Arkansas City-Winfield, KS",Micropolitan Statistical Area,2915648165,17322935,0.297829188181367,2.20693458874251
43,11700,"Asheville, NC",Metropolitan Statistical Area,3830751607,19314358,0.383019439630516,3.67602836306489
44,11740,"Ashland, OH",Micropolitan Statistical Area,1095528197,9969109,0.118045933242229,1.63557174037571
45,11820,"Astoria, OR",Micropolitan Statistical Area,2144781264,661720213,0.326055693471972,2.66771642646942
46,11860,"Atchison, KS",Micropolitan Statistical Area,1116736557,6851102,0.117710564735489,1.71950081629922
47,11900,"Athens, OH",Micropolitan Statistical Area,1304431982,12361693,0.137566522678753,1.85277761297321
48,11940,"Athens, TN",Micropolitan Statistical Area,1619394979,61078967,0.166845780158837,2.59029005143653
49,11980,"Athens, TX",Micropolitan Statistical Area,2263082389,193353703,0.234971002666043,3.11836959137925
50,12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,2654808535,26197872,0.261471186582185,3.02945965415506
51,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,22753505547,383937256,2.25101194845297,9.50781773813608
52,12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,2090376446,1256255920,0.34938817668376,3.30999321141402
53,12140,"Auburn, IN",Micropolitan Statistical Area,939731959,2657419,0.101465216284623,1.29951536135303
54,12180,"Auburn, NY",Micropolitan Statistical Area,1791201989,445696708,0.246977686553919,3.07680514041146
55,12220,"Auburn-Opelika, AL",Metropolitan Statistical Area,3149967874,33276798,0.305427204452826,3.37777770316582
56,12260,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,9015019516,262410526,0.899779200276043,6.66191513203939
57,12300,"Augusta-Waterville, ME",Micropolitan Statistical Area,2246742799,216787826,0.278332766187532,3.0334955951422
58,12380,"Austin, MN",Micropolitan Statistical Area,1842188273,617123,0.205661468470225,1.89798291323531
59,12420,"Austin-Round Rock-San Marcos, TX",Metropolitan Statistical Area,10929110074,150158677,1.03857248979762,4.7102052380178
60,12460,"Bainbridge, GA",Micropolitan Statistical Area,1546842840,67154651,0.152239428815619,1.74661009113419
61,12520,"Baker City, OR",Micropolitan Statistical Area,7945996815,51832631,0.908215499366179,6.18569052319875
62,12540,"Bakersfield-Delano, CA",Metropolitan Statistical Area,21068705437,78332288,2.09675197246361,7.28176784538416
63,12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,6737814615,1304183669,0.839827149172152,6.39029824178599
64,12620,"Bangor, ME",Metropolitan Statistical Area,8798661092,414021728,1.05875207655185,6.52838454904896
65,12660,"Baraboo, WI",Micropolitan Statistical Area,2153683697,45695276,0.244475113904173,2.33448385277951
66,12700,"Barnstable Town, MA",Metropolitan Statistical Area,1020973580,2360362409,0.366154758027278,2.82601476033138
67,12740,"Barre, VT",Micropolitan Statistical Area,1779477072,21517931,0.203014921055683,2.26354612224551
68,12780,"Bartlesville, OK",Micropolitan Statistical Area,1076201531,22871165,0.110855050152168,1.58119259178471
69,12860,"Batavia, NY",Micropolitan Statistical Area,1276705561,6137411,0.141618158491838,1.71336512282093
70,12900,"Batesville, AR",Micropolitan Statistical Area,1978003738,20251226,0.199097615462279,2.33855065032472
71,12940,"Baton Rouge, LA",Metropolitan Statistical Area,11320063017,523371954,1.11305104018993,5.58975199842881
72,12980,"Battle Creek, MI",Metropolitan Statistical Area,1829210175,31256789,0.202946472054691,1.86501173696065
73,13020,"Bay City, MI",Metropolitan Statistical Area,1145834939,487713370,0.182456150723965,1.90481689843402
74,13060,"Bay City, TX",Micropolitan Statistical Area,2831173987,1345214023,0.385934513211168,3.20767228960797
75,13100,"Beatrice, NE",Micropolitan Statistical Area,2205273758,22012188,0.23579783803666,1.94979423586566
76,13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,5441814743,747566885,0.579124711716759,4.5741062673991
77,13180,"Beaver Dam, WI",Micropolitan Statistical Area,2268049871,81331258,0.261104751269841,2.09002962931027
78,13220,"Beckley, WV",Metropolitan Statistical Area,3281291418,27694498,0.338990374407786,3.51432755514417
79,13260,"Bedford, IN",Micropolitan Statistical Area,1163282516,7207557,0.12144457805357,1.43407913214805
80,13300,"Beeville, TX",Micropolitan Statistical Area,2279809490,246409,0.209974232216155,2.24294559441051
81,13340,"Bellefontaine, OH",Micropolitan Statistical Area,1187522538,21594566,0.128242699314569,1.53117081172846
82,13380,"Bellingham, WA",Metropolitan Statistical Area,5459626157,1027968988,0.7945732465937,5.91212171551977
83,13420,"Bemidji, MN",Micropolitan Statistical Area,6486994911,1425755980,0.953151910614906,4.66062682108338
84,13460,"Bend, OR",Metropolitan Statistical Area,20145537167,141942148,2.2828102836238,7.69502223322542
85,13540,"Bennington, VT",Micropolitan Statistical Area,1746264295,6898408,0.19364648892315,2.22180936584268
86,13660,"Big Rapids, MI",Micropolitan Statistical Area,1437843578,41665709,0.165033461304802,1.64608753592284
87,13700,"Big Spring, TX",Micropolitan Statistical Area,2333039143,8841781,0.224241742863342,1.90002951359656
88,13740,"Billings, MT",Metropolitan Statistical Area,16777381869,99438679,1.94768088701539,9.56786822704836
89,13780,"Binghamton, NY",Metropolitan Statistical Area,3171226605,36122815,0.349422021082773,3.41937392568719
90,13820,"Birmingham, AL",Metropolitan Statistical Area,13674560551,233084883,1.34890374760039,8.30713315115934
91,13860,"Bishop, CA",Micropolitan Statistical Area,26410783053,77280938,2.6647863686585,8.87394751003168
92,13900,"Bismarck, ND",Metropolitan Statistical Area,11087702746,165098564,1.3280404969646,6.7808327949467
93,13940,"Blackfoot, ID",Micropolitan Statistical Area,5422741969,68632371,0.608324858500055,4.37765196064224
94,13980,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,3767162625,45439659,0.386563590443529,3.40125287424751
95,14010,"Bloomington, IL",Metropolitan Statistical Area,3064597288,7804856,0.326358003060477,2.557014050334
96,14020,"Bloomington, IN",Metropolitan Statistical Area,2019715951,50079576,0.215932478671448,2.42627545055527
97,14100,"Bloomsburg-Berwick, PA",Micropolitan Statistical Area,1251538370,18574124,0.136033847044928,1.7171017146916
98,14140,"Bluefield, WV-VA",Micropolitan Statistical Area,2428769078,7362672,0.247419518604374,3.38851279777782
99,14180,"Blytheville, AR",Micropolitan Statistical Area,2336409932,72224609,0.240048446343735,3.04832524512174
100,14220,"Bogalusa, LA",Micropolitan Statistical Area,1734352072,16140411,0.165071951113077,2.29923251453528
101,14260,"Boise City, ID",Metropolitan Statistical Area,30475334573,171005153,3.38423381651137,13.1173131437434
102,14300,"Bonham, TX",Micropolitan Statistical Area,2307251053,20847065,0.226131034569335,2.28096183033179
103,14380,"Boone, NC",Micropolitan Statistical Area,809214847,2271720,0.0813473012906343,1.39041875909127
104,14420,"Borger, TX",Micropolitan Statistical Area,2298418618,19497034,0.231228569831273,1.93599567050253
105,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,9028971534,2654828643,1.27998815366414,8.45132039590447
106,14500,"Boulder, CO",Metropolitan Statistical Area,1881325518,36485231,0.202535507824905,2.38337401062343
107,14540,"Bowling Green, KY",Metropolitan Statistical Area,4181186755,63560699,0.429921708931033,4.01878853710912
108,14580,"Bozeman, MT",Metropolitan Statistical Area,6747831012,73615974,0.785863871033143,5.51330793519157
109,14620,"Bradford, PA",Micropolitan Statistical Area,2537395974,13034578,0.27632457590812,2.30546654159502
110,14660,"Brainerd, MN",Micropolitan Statistical Area,7821305407,1426305219,1.08969913145575,5.19568093623151
111,14700,"Branson, MO",Micropolitan Statistical Area,1637476145,50101600,0.170081067958336,1.71153419868574
112,14710,"Brattleboro, VT",Micropolitan Statistical Area,2035623287,32917039,0.228316919220788,2.39296318759121
113,14720,"Breckenridge, CO",Micropolitan Statistical Area,2551779087,46422501,0.271959051625799,4.18455047646257
114,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,1023308789,442187072,0.175410015418038,2.09099237316774
115,14780,"Brenham, TX",Micropolitan Statistical Area,1564855487,45471320,0.150878590260845,2.60010226958208
116,14820,"Brevard, NC",Micropolitan Statistical Area,979943598,5091023,0.0975000729611111,1.67506982037405
117,14860,"Bridgeport-Stamford-Danbury, CT",Metropolitan Statistical Area,1741244241,553975592,0.246592125350844,2.69490758071794
118,14940,"Brigham City, UT-ID",Micropolitan Statistical Area,18078776558,2459155033,2.21895251471415,7.49575190669589
119,15020,"Brookhaven, MS",Micropolitan Statistical Area,1518269755,5291052,0.144686538194264,1.74172633825751
120,15060,"Brookings, OR",Micropolitan Statistical Area,4217491537,934612806,0.563958108316456,4.67220429235784
121,15100,"Brookings, SD",Micropolitan Statistical Area,2051833298,32942236,0.235383505259961,2.04827360985111
122,15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,2309535802,996401859,0.298428482021109,3.47484312372068
123,15220,"Brownwood, TX",Micropolitan Statistical Area,2446120248,32375524,0.235974881558832,2.08464331122589
124,15260,"Brunswick-St. Simons, GA",Metropolitan Statistical Area,3352008207,808580620,0.394179961551799,4.401403510665
125,15340,"Bucyrus, OH",Micropolitan Statistical Area,1040619655,2359514,0.111377889032156,1.35834081032947
126,15380,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,4053550776,2075718776,0.677040964945945,4.35961613358014
127,15420,"Burley, ID",Micropolitan Statistical Area,8605508857,53086488,0.947016504089333,5.09598900848632
128,15460,"Burlington, IA-IL",Micropolitan Statistical Area,2058838028,77907870,0.228254543712637,2.20073962694234
129,15500,"Burlington, NC",Metropolitan Statistical Area,1096736064,27940533,0.112478891824821,1.42711605813458
130,15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,3236384143,656770685,0.441930046168636,3.68152707760399
131,15580,"Butte-Silver Bow, MT",Micropolitan Statistical Area,1859568269,1518178,0.215775528996801,2.88541426430737
132,15620,"Cadillac, MI",Micropolitan Statistical Area,2925942347,50770824,0.33590857359718,2.63600425606064
133,15660,"Calhoun, GA",Micropolitan Statistical Area,923182597,5729235,0.0911810300324305,1.5687132843112
134,15700,"Cambridge, MD",Micropolitan Statistical Area,1400573748,1145353067,0.262642361872167,2.51593051342925
135,15740,"Cambridge, OH",Micropolitan Statistical Area,1352599522,15666081,0.144414932162135,1.74552763187427
136,15780,"Camden, AR",Micropolitan Statistical Area,3525807523,28071064,0.345126918724418,3.18652166591146
137,15820,"Campbellsville, KY",Micropolitan Statistical Area,1430649530,34282491,0.148905263323286,2.03121125106968
138,15860,"Cañon City, CO",Micropolitan Statistical Area,3972613671,2235542,0.410332653859768,3.0889796894762
139,15900,"Canton, IL",Micropolitan Statistical Area,2242109836,43927321,0.242764102614046,2.0604720225867
140,15940,"Canton-Massillon, OH",Metropolitan Statistical Area,2511786268,24829507,0.27035124775216,2.75731175501666
141,15980,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,2022848995,1900537643,0.355404684690939,2.57713053671367
142,16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,3708383563,73454289,0.384462930770269,4.46538725636088
143,16060,"Carbondale, IL",Micropolitan Statistical Area,1511439594,48312243,0.159531114304173,1.83201719993337
144,16100,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,10816688004,56493049,1.04301831489624,4.18657447820031
145,16140,"Carroll, IA",Micropolitan Statistical Area,1474877207,2145349,0.160592568649918,1.62008550307108
146,16180,"Carson City, NV",Metropolitan Statistical Area,374341371,32594082,0.0424039905665268,1.22888884691791
147,16220,"Casper, WY",Metropolitan Statistical Area,13831927736,90969877,1.53607234969877,5.16235389027529
148,16260,"Cedar City, UT",Micropolitan Statistical Area,8537032441,11390957,0.875197253205442,4.57251171024899
149,16300,"Cedar Rapids, IA",Metropolitan Statistical Area,5202589479,29475616,0.569356181925286,3.67198769569135
150,16340,"Cedartown, GA",Micropolitan Statistical Area,803775591,4664760,0.0788928231177124,1.36017460535517
151,16380,"Celina, OH",Micropolitan Statistical Area,1197732212,28431995,0.130340010487316,1.49006091833036
152,16460,"Centralia, IL",Micropolitan Statistical Area,1482865616,9234118,0.154405224306402,1.59212547028401
153,16500,"Centralia, WA",Micropolitan Statistical Area,6223175362,86929744,0.740540944728764,5.13151266749929
154,16540,"Chambersburg, PA",Metropolitan Statistical Area,2000245529,1547615,0.210902461540627,2.22449892849192
155,16580,"Champaign-Urbana, IL",Metropolitan Statistical Area,4975080232,8505259,0.527334831374674,3.96535287058232
156,16620,"Charleston, WV",Metropolitan Statistical Area,4520013196,33223157,0.468758777339872,4.71850855565178
157,16660,"Charleston-Mattoon, IL",Micropolitan Statistical Area,1316418028,4650074,0.138376818383904,1.63639942450156
158,16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,6708575607,1483695214,0.790577421229045,5.57767774706732
159,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,14497260192,301807217,1.46426726750519,8.27571538837016
160,16820,"Charlottesville, VA",Metropolitan Statistical Area,4259304629,35681139,0.440260296524229,4.34389279577556
161,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,5409949988,126699774,0.547037239961583,4.39923236815706
162,16940,"Cheyenne, WY",Metropolitan Statistical Area,6956355037,4348083,0.748422853363081,3.76473259196066
163,16980,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,17930824264,4924526466,2.47448236371338,8.10799048069756
164,17020,"Chico, CA",Metropolitan Statistical Area,4238488704,105260548,0.455941958456151,4.20581463203473
165,17060,"Chillicothe, OH",Micropolitan Statistical Area,1784931094,9994410,0.187527261454989,1.92955810859379
166,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,11357589417,208758215,1.20408824814081,6.48925876745336
167,17220,"Clarksburg, WV",Micropolitan Statistical Area,2353009813,10802215,0.246792169389209,2.74161079164255
168,17260,"Clarksdale, MS",Micropolitan Statistical Area,1432526489,77525442,0.147751732300549,2.53914081589108
169,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,5589290866,218020605,0.585573722039044,3.97146528260877
170,17340,"Clearlake, CA",Micropolitan Statistical Area,3250647503,189100323,0.35818008306569,3.7140934275295
171,17380,"Cleveland, MS",Micropolitan Statistical Area,2270141682,81446732,0.228943840929105,3.20192061078647
172,17410,"Cleveland, OH",Metropolitan Statistical Area,6996537647,6852941517,1.49736581732031,5.91073886739636
173,17420,"Cleveland, TN",Metropolitan Statistical Area,1977111877,26866020,0.198194506254595,2.2467860635059
174,17500,"Clewiston, FL",Micropolitan Statistical Area,5083555756,553872490,0.511433639154575,3.34251530125207
175,17540,"Clinton, IA",Micropolitan Statistical Area,1799934695,39410955,0.199559917064107,2.22748175777391
176,17580,"Clovis, NM",Micropolitan Statistical Area,9975532687,26672711,0.978614419700307,4.57553435984988
177,17620,"Coamo, PR",Micropolitan Statistical Area,290241488,111134077,0.0342472749958915,1.07537693432962
178,17640,"Coco, PR",Micropolitan Statistical Area,179755401,115816412,0.0252122244954762,0.800237781473409
179,17650,"Cody, WY",Micropolitan Statistical Area,17972027722,67638744,2.0420060715519,8.06156167492308
180,17660,"Coeur d'Alene, ID",Metropolitan Statistical Area,3205837533,184443858,0.406061244627381,2.70646536035435
181,17740,"Coldwater, MI",Micropolitan Statistical Area,1311597696,34428004,0.146077940027453,1.55844781761034
182,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,5439946681,86586773,0.520644291212648,5.22807288983918
183,17820,"Colorado Springs, CO",Metropolitan Statistical Area,6950375098,12030556,0.722403131347619,3.77686270159036
184,17860,"Columbia, MO",Metropolitan Statistical Area,4439502994,45553596,0.466270770332585,3.72481087973481
185,17900,"Columbia, SC",Metropolitan Statistical Area,9590974000,338615161,0.970012807247713,7.36094462527177
186,17980,"Columbus, GA-AL",Metropolitan Statistical Area,7215910501,82357579,0.699684638457484,5.25946816167382
187,18020,"Columbus, IN",Metropolitan Statistical Area,1053968861,6715105,0.110611705264773,1.4190833974911
188,18060,"Columbus, MS",Micropolitan Statistical Area,3109557145,41020451,0.304883481647039,2.9425601299778
189,18100,"Columbus, NE",Micropolitan Statistical Area,2811941407,39908453,0.307870089765174,2.58941835397403
190,18140,"Columbus, OH",Metropolitan Statistical Area,12425114034,139355609,1.32454340601566,6.45646295203273
191,18180,"Concord, NH",Micropolitan Statistical Area,2416197730,57178203,0.274355193159636,2.58028374733792
192,18220,"Connersville, IN",Micropolitan Statistical Area,556901577,366408,0.058471011014035,1.05534529636001
193,18260,"Cookeville, TN",Micropolitan Statistical Area,3936993909,42129555,0.398689900457612,3.91029321345965
194,18300,"Coos Bay-North Bend, OR",Micropolitan Statistical Area,4133733922,544707632,0.518009014685504,3.53206546748589
195,18340,"Corbin, KY",Micropolitan Statistical Area,4473558605,52944660,0.458144159645144,4.02558248995462
196,18380,"Cordele, GA",Micropolitan Statistical Area,706237950,21408088,0.0693877458404586,1.19290377497844
197,18420,"Corinth, MS",Micropolitan Statistical Area,1036110409,3408033,0.102496161534873,1.39650229528148
198,18460,"Cornelia, GA",Micropolitan Statistical Area,717081399,5672376,0.0710520094237381,1.51722585088304
199,18500,"Corning, NY",Micropolitan Statistical Area,3601398422,35039875,0.396808922939726,2.72238789503873
200,18580,"Corpus Christi, TX",Metropolitan Statistical Area,4622184383,1597264631,0.570020372121235,4.37476035386097
201,18620,"Corsicana, TX",Micropolitan Statistical Area,2615116305,197615409,0.268576078954311,2.48713133034815
202,18660,"Cortland, NY",Micropolitan Statistical Area,1291817953,7110638,0.142469909035071,1.51460468838495
203,18700,"Corvallis, OR",Metropolitan Statistical Area,1748781825,7670893,0.198723297395645,2.63929277532146
204,18740,"Coshocton, OH",Micropolitan Statistical Area,1460521589,9127208,0.155678066905466,1.73239404542456
205,18820,"Crawfordsville, IN",Micropolitan Statistical Area,1307030258,2067987,0.138146837812201,1.49339535032193
206,18860,"Crescent City, CA",Micropolitan Statistical Area,2606049835,578810831,0.344729724402896,3.36749330310666
207,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,5097510501,1781854585,0.647008607461885,3.7821744046155
208,18900,"Crossville, TN",Micropolitan Statistical Area,1764575268,9098322,0.177178911012561,2.0579174779127
209,18980,"Cullman, AL",Micropolitan Statistical Area,1902965932,52529994,0.191118135429861,2.45886365057451
210,19060,"Cumberland, MD-WV",Micropolitan Statistical Area,1942699600,18177244,0.205427867412936,3.05897149873266
211,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,22469908895,858804431,2.24714138518948,7.36267653957062
212,19140,"Dalton, GA",Metropolitan Statistical Area,1644484256,7298223,0.162701286041056,2.07395348307127
213,19180,"Danville, IL",Micropolitan Statistical Area,2326634937,7531157,0.246831560943065,2.11025960699574
214,19220,"Danville, KY",Micropolitan Statistical Area,1329283078,15524273,0.13705564462316,2.14398484653039
215,19260,"Danville, VA",Micropolitan Statistical Area,2620550199,26245213,0.267290188595553,2.44677519962964
216,19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,4117724893,1132887353,0.494171717401059,4.23772146979163
217,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,5878997015,114046942,0.645255280229776,4.36520746904852
218,19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,3319231936,22223492,0.35155125017036,2.91822075070194
219,19460,"Decatur, AL",Metropolitan Statistical Area,3290199945,118878613,0.334582810889287,2.99109988142138
220,19500,"Decatur, IL",Metropolitan Statistical Area,1503684113,13406665,0.159680950761185,1.74562303542335
221,19540,"Decatur, IN",Micropolitan Statistical Area,877815487,2693924,0.0938816196671723,1.23919346535066
222,19580,"Defiance, OH",Micropolitan Statistical Area,1065623072,7100811,0.115369385149961,1.67402673672872
223,19620,"Del Rio, TX",Micropolitan Statistical Area,8144863965,227711025,0.781977927112848,4.42093292789235
224,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,4111106255,1077327124,0.481249964650033,4.06118654585749
225,19700,"Deming, NM",Micropolitan Statistical Area,7679776933,433660,0.734422517595021,3.50701357513979
226,19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,21612485738,149325801,2.27671118549961,9.1673255347883
227,19760,"DeRidder, LA",Micropolitan Statistical Area,2997852791,21944259,0.284175269616526,3.01980014207067
228,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,9356049395,83573886,1.01910608083995,5.38384333461005
229,19810,"Detroit Lakes, MN",Micropolitan Statistical Area,3405929360,336990104,0.442143503124953,2.93272917190986
230,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,10081247116,889061543,1.2055788493667,5.92837715928592
231,19860,"Dickinson, ND",Micropolitan Statistical Area,11633949636,216539148,1.40453934142988,5.55091892534505
232,19940,"Dixon, IL",Micropolitan Statistical Area,1877142112,9779872,0.204243795609045,2.07027272221642
233,19980,"Dodge City, KS",Micropolitan Statistical Area,2844508243,2097356,0.290789562642431,2.2249159032144
234,20020,"Dothan, AL",Metropolitan Statistical Area,4444944053,32982890,0.424013750266568,4.05998554403405
235,20060,"Douglas, GA",Micropolitan Statistical Area,2421550196,31644373,0.232788266949456,2.67715636765931
236,20100,"Dover, DE",Metropolitan Statistical Area,1517891101,549776917,0.215292517775197,2.11175376547332
237,20140,"Dublin, GA",Micropolitan Statistical Area,2875805271,38095101,0.279690106397311,2.72324557772963
238,20180,"DuBois, PA",Micropolitan Statistical Area,2965949946,23867425,0.31998872693498,2.90088586478831
239,20220,"Dubuque, IA",Metropolitan Statistical Area,1575486019,21140740,0.174773937294958,1.96070568857737
240,20260,"Duluth, MN-WI",Metropolitan Statistical Area,21791066109,2076646428,2.83978013114347,8.5764317534243
241,20300,"Dumas, TX",Micropolitan Statistical Area,2330207191,25699789,0.235011726460016,1.95005217584005
242,20340,"Duncan, OK",Micropolitan Statistical Area,2253839277,54824811,0.226569515143183,1.94324763314265
243,20420,"Durango, CO",Micropolitan Statistical Area,4376255278,25642579,0.447277697885738,3.02281936915169
244,20460,"Durant, OK",Micropolitan Statistical Area,2342250032,101809038,0.238398479969646,3.26623681271121
245,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,4556083752,137340944,0.469085822411671,4.01898564884781
246,20540,"Dyersburg, TN",Micropolitan Statistical Area,1326982067,35839863,0.136322002163524,1.92486758271698
247,20580,"Eagle Pass, TX",Metropolitan Statistical Area,3313819983,31871181,0.30904614439828,2.85286315920524
248,20660,"Easton, MD",Micropolitan Statistical Area,695561637,539363457,0.127967343319824,2.06868808543794
249,20700,"East Stroudsburg, PA",Micropolitan Statistical Area,1575634581,22676290,0.171209455259486,2.13872582705731
250,20740,"Eau Claire, WI",Metropolitan Statistical Area,4263839741,104081854,0.497963838518444,2.87921084605351
251,20780,"Edwards, CO",Micropolitan Statistical Area,4362757046,18967822,0.459671322288159,3.15804993681535
252,20820,"Effingham, IL",Micropolitan Statistical Area,2135995885,5712591,0.223168590509658,2.52300185116606
253,20900,"El Campo, TX",Micropolitan Statistical Area,2813095079,21310003,0.263148687185776,2.48983832073746
254,20940,"El Centro, CA",Metropolitan Statistical Area,10814595263,790216760,1.12018404497189,5.03627325785534
255,20980,"El Dorado, AR",Micropolitan Statistical Area,2691170081,42102269,0.264223094065528,3.05137701104165
256,21020,"Elizabeth City, NC",Micropolitan Statistical Area,587610259,161751355,0.0751517722924291,1.64580613436699
